gene_id	OTA	MCPD	TCP	Ctrl
ENSRNOG00000026616	336.633577820148	251.587208890008	340.813295908389	214.073617973676
ENSRNOG00000000729	124.774230098315	307.156352634627	366.546942852547	339.189030086977
ENSRNOG00000050585	282.818415319692	277.864040192311	312.863264745182	263.727643925617
ENSRNOG00000026716	228.290635962831	211.433941729059	436.562246696033	254.676629814326
ENSRNOG00000009629	229.89251260352	256.571567951827	301.36680203598	342.150886050741
ENSRNOG00000009313	241.880905201726	274.485781392336	270.949729822106	338.087361016981
ENSRNOG00000014700	154.501463851433	357.13065362356	255.352401470824	352.042061989974
ENSRNOG00000003520	346.509909900916	240.769187183028	268.889986646189	261.07312017967
ENSRNOG00000027271	252.53303276713	211.334800312638	424.902797331009	227.032703322455
ENSRNOG00000017235	233.278197782883	290.439917098338	250.683861595239	337.610866963753
ENSRNOG00000052025	347.636608739603	229.70781341642	225.476280186195	307.898583443888
ENSRNOG00000053790	236.600940593742	205.391914981487	400.031233513321	265.767423974385
ENSRNOG00000003201	288.935790134421	225.539632231329	324.787114861418	263.58117207214
ENSRNOG00000054140	377.544717982975	275.99961399928	111.195469678481	323.299135293504
ENSRNOG00000019118	342.618520210393	323.010852136771	206.11420702886	211.091092500575
ENSRNOG00000023150	317.537197315287	256.87094671807	233.910256506516	263.169381831671
ENSRNOG00000043451	588.59462589542	175.250883565596	194.933542674615	111.205689204481
ENSRNOG00000005290	272.014714839312	219.95914806439	308.17413661487	259.061502048198
ENSRNOG00000013223	192.826261768281	291.15467428878	263.244641240495	307.52287993647
ENSRNOG00000038361	122.208510315198	431.448172872445	54.1664261426936	446.331095389131
ENSRNOG00000007829	135.590196465664	260.850755650242	349.334702671767	307.026572916675
ENSRNOG00000016468	126.016766164352	339.659521232815	201.880375661456	383.46846868589
ENSRNOG00000012550	324.795359214515	261.008178081682	196.877299651491	266.166733667156
ENSRNOG00000017416	159.002633151882	303.233500668363	199.921656246703	384.144568622505
ENSRNOG00000050519	246.38708976392	236.195807866385	309.769948832879	250.936007964638
ENSRNOG00000061215	112.075519796092	339.938921087273	292.675520496799	296.17009120395
ENSRNOG00000005614	225.124275942678	252.647992043705	308.141395786689	252.41975483325
ENSRNOG00000002896	167.737382978129	301.287180131377	243.021604605618	325.462582660764
ENSRNOG00000013949	320.634980713131	279.735453881775	159.222047738969	276.663515782518
ENSRNOG00000043094	191.940003140919	286.26845699309	232.325839599975	324.114478355561
ENSRNOG00000018454	588.238149966041	158.519976154478	173.992820882621	113.587197523253
ENSRNOG00000000168	223.465365081426	482.575814733179	50.4989077059487	274.229183475943
ENSRNOG00000013484	119.001873221204	311.616613392091	331.361973787939	268.686063250158
ENSRNOG00000017708	296.154321907979	292.235912785925	153.711296794784	281.617647452767
ENSRNOG00000014907	164.405899717543	271.259905613233	317.831323707439	268.475334377232
ENSRNOG00000015857	280.842146229209	320.618746772238	174.821419634229	244.534464117923
ENSRNOG00000003147	256.37880281757	285.701615757954	255.24807798416	223.050558046573
ENSRNOG00000020704	206.26564843936	230.556741661838	305.102128327137	278.098122499247
ENSRNOG00000011250	130.416540503505	262.672640517613	206.151367803797	418.518205028641
ENSRNOG00000003172	239.581614910613	202.298578397311	427.839376328807	143.388509671452
ENSRNOG00000007743	162.879144888017	302.392380313677	266.03058371983	279.105711650003
ENSRNOG00000005695	452.832953662008	307.524604494416	49.4898734821759	198.633476968378
ENSRNOG00000013009	217.640046407843	204.48878277341	367.415074630951	210.934835872305
ENSRNOG00000013331	263.890232637124	273.732640924009	193.851807303451	268.752607459314
ENSRNOG00000018044	232.103786760053	245.836348315791	240.614640754079	281.651875063147
ENSRNOG00000012748	331.242535167699	270.1805468265	86.2313090123154	308.960302697143
ENSRNOG00000012415	248.40784060114	245.309541319089	267.437612716967	233.747851006066
ENSRNOG00000014635	280.085772241842	250.229049123786	196.278478293508	264.49532433279
ENSRNOG00000036701	323.036728042829	242.899164256196	218.590137693859	204.225492937509
ENSRNOG00000013961	199.183380774109	270.476709623649	226.530571488871	291.414396709949
ENSRNOG00000018680	248.015023262762	167.979394580251	371.972050551727	197.695159572326
ENSRNOG00000010872	422.009977002549	210.407618021797	182.836309334383	169.676205381193
ENSRNOG00000019657	160.218877483125	315.495136042258	261.477430051536	246.571540702209
ENSRNOG00000020602	374.746098476566	249.995887588467	149.726211965439	208.43494045032
ENSRNOG00000011175	242.379630542709	286.910207962012	153.961650952837	298.578506378206
ENSRNOG00000006997	241.067179378719	215.242136976902	250.003511051142	274.253859026296
ENSRNOG00000060229	238.46185785604	240.504545007274	257.824393129084	240.719136544565
